-0.002300062070414719	-0.002300021295996267	-0.0005243090135322455	-0.000481743056870135
-0.0023000495936065794	-0.002300012293484299	-0.0005247081911119646	-0.0004818522164025897
-0.0023000379928653503	-0.0023000036238178573	-0.0005251081770503041	-0.00048196350322069175
-0.0023000272895273865	-0.002299995247223249	-0.0005255089916697243	-0.00048207687279788687
-0.002300017505001167	-0.0022999871239891266	-0.0005259106552820011	-0.000482192280707511
-0.0023000086607672977	-0.0022999792144664925	-0.0005263131881882269	-0.0004823096826227897
-0.0023000007783785083	-0.002299971479068697	-0.0005267166106788108	-0.00048242903431683885
-0.002299993879459655	-0.002299963878271438	-0.0005271209430334778	-0.0004825502916626639
-0.0022999879857077184	-0.002299956372612763	-0.000527526205521269	-0.00048267341063316043
-0.002299983118891806	-0.0022999489226930648	-0.0005279324184005423	-0.0004827983473011141
-0.002299979300853148	-0.002299941489175088	-0.0005283396019189713	-0.0004829250578392001
-0.0022999765535051033	-0.002299934032783922	-0.0005287477763135464	-0.0004830534985199839
-0.0022999748988331535	-0.0022999265143070057	-0.0005291569618105737	-0.00048318362571592096
-0.0022999743588949066	-0.002299918894594128	-0.000529567178625676	-0.0004833153958993564
-0.0022999749558200965	-0.0022999111345574233	-0.0005299784469637922	-0.0004834487656425254
-0.0022999767118105805	-0.0022999031951713746	-0.0005303907870191773	-0.0004835836916175532
-0.0022999796491403445	-0.002299895037472814	-0.0005308042189754028	-0.0004837201305964547
-0.0022999837901554964	-0.0022998866225609218	-0.0005312187630053567	-0.00048385803945113516
-0.002299989157274271	-0.0022998779115972253	-0.0005316344392712428	-0.0004839973751533894
-0.002299995772987029	-0.0022998688658056	-0.0005320512679245811	-0.00048413809477490223
-0.0023000036598562557	-0.0022998594464722715	-0.0005324692691062085	-0.00048428015548724875
-0.002300012840516562	-0.0022998496149458122	-0.0005328884629462776	-0.00048442351456189347
-0.0023000233376746834	-0.0022998393326371415	-0.0005333088695642573	-0.0004845681293701912
-0.002300035174109482	-0.002299828561019529	-0.0005337305090689331	-0.0004847139573833867
-0.002300048372671944	-0.002299817261628591	-0.0005341534015584066	-0.00048486095617261444
-0.002300062956285183	-0.0022998053960622935	-0.0005345775671200954	-0.00048500908340889904
-0.0023000789479444353	-0.0022997929259809483	-0.0005350030258307339	-0.00048515829686315506
-0.002300096370717064	-0.002299779813107218	-0.0005354297977563721	-0.0004853085544061867
-0.002300115247742558	-0.0022997660192261116	-0.0005358579029523769	-0.00048545981400868846
-0.0023001356022325312	-0.0022997515061849863	-0.0005362873614634311	-0.0004856120337412447
-0.0023001574574707216	-0.0022997362358935488	-0.000536718193323534	-0.0004857651717743295
-0.002300180836812994	-0.002299720170323853	-0.0005371504185560007	-0.0004859191863783072
-0.002300205763687339	-0.0022997032715102997	-0.0005375840571734634	-0.0004860740359234318
-0.0023002322615938704	-0.0022996855015496405	-0.0005380191291778696	-0.0004862296788798474
-0.00230026035410483	-0.002299666822600973	-0.0005384556545604838	-0.00048638607381758806
-0.0023002900648645816	-0.002299647196885745	-0.0005388936533018863	-0.00048654317940657763
-0.002300321417589619	-0.0022996265866877495	-0.0005393331453719739	-0.0004867009544166301
-0.002300354436068557	-0.0022996049543531306	-0.0005397741507299598	-0.0004868593577174492
-0.0023003891441621374	-0.002299582262290379	-0.000540216689324373	-0.0004870183482786288
-0.002300425565803229	-0.002299558472970334	-0.0005406607810930591	-0.0004871778851696525
-0.0023004637249968234	-0.0022995335489261826	-0.0005411064459631803	-0.00048733792755989403
-0.0023005036458200383	-0.0022995074527534607	-0.0005415537038512142	-0.00048749843471861684
-0.0023005453524221177	-0.0022994801471100516	-0.0005420025746629554	-0.00048765936601497466
-0.00230058886902443	-0.002299451594716187	-0.0005424530782935146	-0.0004878206809180108
-0.002300634219920469	-0.0022994217583544472	-0.0005429052346273184	-0.0004879823389966587
-0.002300681429475855	-0.0022993906008697603	-0.00054335906353811	-0.00048814429991974175
-0.0023007305221283323	-0.0022993580851694033	-0.0005438145848889491	-0.0004883065234559732
-0.00230078152238777	-0.002299324174222998	-0.000544271818532211	-0.0004884689694739562
-0.002300834454836166	-0.00229928883106252	-0.0005447307843095878	-0.0004886315979421842
-0.0023008893441276387	-0.002299252018782288	-0.0005451915020520878	-0.00048879436892904
-0.002300946214988436	-0.002299213700538972	-0.0005456539915800354	-0.0004889572426027967
-0.0023010050922169286	-0.0022991738395515882	-0.0005461182727030713	-0.0004891201792316173
-0.002301066000683614	-0.002299132399101503	-0.0005465843652201528	-0.000489283139183555
