-0.0023000686306959913	-0.0023000259345156517	-0.0005241097215231785	-0.0004816432290986437
-0.002300062070414719	-0.002300021295996267	-0.0005243090135322455	-0.0004816984502274853
-0.0023000557238329897	-0.002300016750646301	-0.0005245085025478485	-0.00048175421617103364
-0.0023000495936065794	-0.002300012293484299	-0.0005247081911119646	-0.0004818105212736156
-0.002300043682395769	-0.0023000079195327045	-0.0005249080817659027	-0.0004818673598860762
-0.0023000379928653503	-0.0023000036238178573	-0.0005251081770503041	-0.00048192472636577856
-0.0023000325276846204	-0.0022999994013699946	-0.0005253084795051428	-0.00048198261507660396
-0.0023000272895273865	-0.002299995247223249	-0.0005255089916697243	-0.00048204102038895176
-0.0023000222810719614	-0.0022999911564156503	-0.0005257097160826868	-0.00048209993667973924
-0.002300017505001167	-0.0022999871239891266	-0.0005259106552820011	-0.00048215935833240207
-0.0023000129640023334	-0.0022999831449895007	-0.0005261118118049693	-0.00048221927973689384
-0.0023000086607672977	-0.0022999792144664925	-0.0005263131881882269	-0.00048227969528968624
-0.0023000045979924047	-0.00229997532747372	-0.0005265147869677408	-0.0004823405993937691
-0.0023000007783785083	-0.002299971479068697	-0.0005267166106788108	-0.00048240198645865053
-0.0022999972046309682	-0.002299967664312834	-0.0005269186618560683	-0.0004824638509003564
-0.002299993879459655	-0.002299963878271438	-0.0005271209430334778	-0.0004825261871414308
-0.0022999908055789434	-0.0022999601160137145	-0.0005273234567443351	-0.0004825889896109362
-0.0022999879857077184	-0.002299956372612763	-0.000527526205521269	-0.00048265225274445267
-0.0022999854225693728	-0.0022999526431455816	-0.0005277291918962404	-0.00048271597098407894
-0.002299983118891806	-0.0022999489226930648	-0.0005279324184005423	-0.00048278013877843133
-0.0022999810774074255	-0.0022999452063400044	-0.0005281358875648001	-0.0004828447505826446
-0.002299979300853148	-0.002299941489175088	-0.0005283396019189713	-0.0004829098008583715
-0.0022999777919703967	-0.0022999377662908994	-0.0005285435639923461	-0.0004829752840737828
-0.0022999765535051033	-0.002299934032783922	-0.0005287477763135464	-0.0004830411947035676
-0.0022999755882077066	-0.002299930283754532	-0.0005289522414105267	-0.00048310752722893275
-0.0022999748988331535	-0.0022999265143070057	-0.0005291569618105737	-0.00048317427613760357
-0.0022999744881408994	-0.0022999227195495157	-0.0005293619400403064	-0.0004832414359238232
-0.0022999743588949066	-0.002299918894594128	-0.000529567178625676	-0.0004833090010883532
-0.0022999745138636463	-0.0022999150345568097	-0.000529772680091966	-0.00048337696613847287
