1.35	-4935945191598063/360287970189639680
1.35	-33722954009750267/2882303761517117440
1.35	-13979173243358017/1441151880758558720
1.35	-5620492334958379/720575940379279360
1.35	-4251398048237747/720575940379279360
1.35	-2305843009213693/576460752303423488
1.35	-3170534137668827/1441151880758558720
1.35	-288230376151711/720575940379279360
1.35	63050394783187/45035996273704960
1.35	27021597764223/9007199254740992
1.35	423338364972827/90071992547409920
1.35	5476377146882523/720575940379279360
1.35	1297036692682703/144115188075855872
1.35	8214565720323787/720575940379279360
1.35	5620492334958379/360287970189639680
1.35	1152921504606847/18014398509481984
1.35	1170935903116329/18014398509481984
1.35	1206964700135293/18014398509481984
1.35	1224979098644775/18014398509481984
1.4	-5152117973711847/180143985094819840
1.4	-71192902909472797/2882303761517117440
1.4	-15924728282382073/720575940379279360
1.4	-2882303761517117/144115188075855872
1.4	-25796618665578199/1441151880758558720
1.4	-5692549928996307/360287970189639680
1.4	-4935945191598063/360287970189639680
1.4	-8358680908399639/720575940379279360
1.4	-13835058055282161/1441151880758558720
1.4	-5476377146882523/720575940379279360
1.4	-4035225266123963/720575940379279360
1.4	-10664523917613327/2882303761517117440
1.4	-2594073385365403/1441151880758558720
1.4	72057594037929/720575940379279360
1.4	171136785840079/90071992547409920
1.4	81064793292669/22517998136852480
1.4	117093590311633/22517998136852480
1.4	4899916394579099/720575940379279360
1.4	6917529027641083/720575940379279360
1.4	7854277750134147/720575940379279360
1.4	1729382256910271/144115188075855872
1.4	1873497444986127/144115188075855872
1.4	5620492334958379/360287970189639680
1.4	5746593124524753/90071992547409920
1.4	1170935903116329/18014398509481984
1.4	607985949695017/9007199254740992
1.4	6178938688752321/90071992547409920
1.45	-1044835113549955/36028797018963968
1.45	-14123288431433875/576460752303423488
1.45	-16068843470457929/720575940379279360
1.45	-14483576401623513/720575940379279360
1.45	-25796618665578199/1441151880758558720
1.45	-5656521131977343/360287970189639680
1.45	-972777519512027/72057594037927936
1.45	-16429131440647567/1441151880758558720
1.45	-13402712491054593/1441151880758558720
1.45	-5188146770730811/720575940379279360
1.45	-3746994889972251/720575940379279360
1.45	-4611686018427387/1441151880758558720
1.45	-1873497444986123/1441151880758558720
1.45	27021597764223/45035996273704960
1.45	45035996273705/18014398509481984
1.45	189151184349561/45035996273704960
1.45	425139804823775/72057594037927936
1.45	1080863910568919/144115188075855872
1.45	6413125869375587/720575940379279360
1.45	1657324662872343/144115188075855872
1.45	3891110078048109/288230376151711744
1.45	1116892707587883/72057594037927936
1.45	2877800161889747/45035996273704960
1.45	1170935903116329/18014398509481984
1.5	-5260204364768739/180143985094819840
1.5	-35452336266660543/1441151880758558720
1.5	-16068843470457929/720575940379279360
1.5	-2882303761517117/144115188075855872
1.5	-25508388289426487/1441151880758558720
1.5	-1116892707587883/72057594037927936
1.5	-4791830003522207/360287970189639680
1.5	-15996785876420001/1441151880758558720
1.5	-12826251738751169/1441151880758558720
1.5	-4827858800541171/720575940379279360
1.5	-3314649325744683/720575940379279360
1.5	-3746994889972251/1441151880758558720
1.5	-864691128455133/1441151880758558720
1.5	117093590311633/90071992547409920
1.5	9007199254741/2814749767106560
1.5	45035996273705/9007199254740992
1.5	1931143520216469/288230376151711744
1.5	1585267068834415/144115188075855872
1.5	4035225266123965/288230376151711744
1.5	1116892707587883/72057594037927936
1.5	2877800161889747/45035996273704960
1.5	1170935903116329/18014398509481984
1.5499999999999998	-5278218763278221/180143985094819840
1.5499999999999998	-38766985592405229/1441151880758558720
1.5499999999999998	-14123288431433875/576460752303423488
1.5499999999999998	-15924728282382073/720575940379279360
1.5499999999999998	-28534807239019459/1441151880758558720
1.5499999999999998	-25076042725198919/1441151880758558720
1.5499999999999998	-43522786798908469/2882303761517117440
1.5499999999999998	-4611686018427387/360287970189639680
1.5499999999999998	-15276209936040721/1441151880758558720
1.5499999999999998	-23923121220592073/2882303761517117440
1.5499999999999998	-4395513236313603/720575940379279360
1.5499999999999998	-2305843009213693/576460752303423488
1.5499999999999998	-2738188573441259/1441151880758558720
1.5499999999999998	576460752303427/2882303761517117440
1.5499999999999998	189151184349561/90071992547409920
1.5499999999999998	9007199254741/2251799813685248
1.5499999999999998	1671736181679929/288230376151711744
1.5499999999999998	1080863910568919/144115188075855872
1.5499999999999998	6557241057451443/720575940379279360
1.5499999999999998	1513209474796487/144115188075855872
1.5499999999999998	5620492334958379/360287970189639680
1.5499999999999998	2895814560399229/45035996273704960
1.5499999999999998	1170935903116329/18014398509481984
1.5499999999999998	149744687610069/2251799813685248
1.6	-5260204364768739/180143985094819840
1.6	-70039981404865953/2882303761517117440
1.6	-15708555500268289/720575940379279360
1.6	-27958346486716037/1441151880758558720
1.6	-9799832789158199/576460752303423488
1.6	-5260204364768739/360287970189639680
1.6	-35164105890508827/2882303761517117440
1.6	-14267403619509729/1441151880758558720
1.6	-5476377146882523/720575940379279360
1.6	-3891110078048107/720575940379279360
1.6	-4611686018427387/1441151880758558720
1.6	-288230376151711/288230376151711744
1.6	99079191802151/90071992547409920
1.6	279223176896971/90071992547409920
1.6	45035996273705/9007199254740992
1.6	4899916394579099/720575940379279360
1.6	6052837899185947/720575940379279360
1.6	1441151880758559/144115188075855872
1.6	1801439850948199/144115188075855872
1.6	5512405943901487/360287970189639680
1.6	5746593124524753/90071992547409920
1.6	1170935903116329/18014398509481984
1.6	1224979098644775/18014398509481984
1.6	6250996282790249/90071992547409920
1.6500000000000001	-1044835113549955/36028797018963968
1.6500000000000001	-38046409652025949/1441151880758558720
1.6500000000000001	-17221764975064777/720575940379279360
1.6500000000000001	-15420325124116577/720575940379279360
1.6500000000000001	-27237770546336757/1441151880758558720
1.6500000000000001	-11817445422220181/720575940379279360
1.6500000000000001	-5008002785635991/360287970189639680
1.6500000000000001	-6629298651489369/576460752303423488
1.6500000000000001	-13114482114902881/1441151880758558720
1.6500000000000001	-4899916394579099/720575940379279360
1.6500000000000001	-648518346341351/144115188075855872
1.6500000000000001	-3170534137668827/1441151880758558720
1.6500000000000001	1/576460752303423488
1.6500000000000001	189151184349561/90071992547409920
1.6500000000000001	369295169444381/90071992547409920
1.6500000000000001	1729382256910271/288230376151711744
1.6500000000000001	5620492334958379/720575940379279360
1.6500000000000001	6773413839565227/720575940379279360
1.6500000000000001	7854277750134147/720575940379279360
1.6500000000000001	5512405943901487/360287970189639680
1.6500000000000001	1434396481317503/22517998136852480
1.6500000000000001	1170935903116329/18014398509481984
1.6500000000000001	308496574474879/4503599627370496
1.7000000000000002	-5152117973711847/180143985094819840
1.7000000000000002	-7493989779944505/288230376151711744
1.7000000000000002	-35452336266660543/1441151880758558720
1.7000000000000002	-16861477004875137/720575940379279360
1.7000000000000002	-14987979559889009/720575940379279360
1.7000000000000002	-26228964229805767/1441151880758558720
1.7000000000000002	-5656521131977343/360287970189639680
1.7000000000000002	-4719772409484279/360287970189639680
1.7000000000000002	-15276209936040721/1441151880758558720
1.7000000000000002	-23634890844440357/2882303761517117440
1.7000000000000002	-4179340454199819/720575940379279360
1.7000000000000002	-4899916394579097/1441151880758558720
1.7000000000000002	-1729382256910267/1441151880758558720
1.7000000000000002	99079191802151/90071992547409920
1.7000000000000002	9007199254741/2814749767106560
1.7000000000000002	117093590311633/22517998136852480
1.7000000000000002	5116089176692883/720575940379279360
1.7000000000000002	6341068275337659/720575940379279360
1.7000000000000002	7493989779944507/720575940379279360
1.7000000000000002	1873497444986127/144115188075855872
1.7000000000000002	4035225266123965/288230376151711744
1.7000000000000002	5620492334958379/360287970189639680
1.7000000000000002	2895814560399229/45035996273704960
1.7000000000000002	1170935903116329/18014398509481984
1.7000000000000002	607985949695017/9007199254740992
1.7000000000000002	96968129476821/1407374883553280
1.75	-20248183924657749/720575940379279360
1.75	-35452336266660543/1441151880758558720
1.75	-16357073846609641/720575940379279360
1.75	-2882303761517117/144115188075855872
1.75	-25076042725198919/1441151880758558720
1.75	-5332261958806667/360287970189639680
1.75	-35164105890508827/2882303761517117440
1.75	-13835058055282161/1441151880758558720
1.75	-5116089176692883/720575940379279360
1.75	-3386706919782611/720575940379279360
1.75	-3314649325744683/1441151880758558720
1.75	1/576460752303423488
1.75	99079191802151/45035996273704960
1.75	99079191802151/22517998136852480
1.75	461168601842739/72057594037927936
1.75	5908722711110091/720575940379279360
1.75	7133701809754867/720575940379279360
1.75	8214565720323787/720575940379279360
1.75	5620492334958379/360287970189639680
1.75	5746593124524753/90071992547409920
1.75	1170935903116329/18014398509481984
1.75	3057944146984567/45035996273704960
1.75	6250996282790249/90071992547409920
1.8	-39487561532784507/1441151880758558720
1.8	-35452336266660543/1441151880758558720
1.8	-15780613094306217/720575940379279360
1.8	-6881500230622117/360287970189639680
1.8	-11817445422220181/720575940379279360
1.8	-4935945191598063/360287970189639680
1.8	-15996785876420001/1441151880758558720
1.8	-4899916394579099/576460752303423488
1.8	-4251398048237747/720575940379279360
1.8	-4899916394579097/1441151880758558720
1.8	-288230376151711/288230376151711744
1.8	117093590311633/90071992547409920
1.8	63050394783187/18014398509481984
1.8	63050394783187/11258999068426240
1.8	5476377146882523/720575940379279360
1.8	6773413839565227/720575940379279360
1.8	1585267068834415/144115188075855872
1.8	8935141660703067/720575940379279360
1.8	3891110078048109/288230376151711744
1.8	5620492334958379/360287970189639680
1.8	5782621921543717/90071992547409920
1.8	1170935903116329/18014398509481984
1.85	-5296233161787703/180143985094819840
1.85	-7638104968020361/288230376151711744
1.85	-35452336266660543/1441151880758558720
1.85	-15060037153926937/720575940379279360
1.85	-26084849041729911/1441151880758558720
1.85	-5512405943901487/360287970189639680
1.85	-4539628424389459/360287970189639680
1.85	-14267403619509729/1441151880758558720
1.85	-5188146770730811/720575940379279360
1.85	-3314649325744683/720575940379279360
1.85	-3026418949592971/1441151880758558720
1.85	27021597764223/90071992547409920
1.85	243194379878007/90071992547409920
1.85	441352763482309/90071992547409920
1.85	4971973988617027/720575940379279360
1.85	6341068275337659/720575940379279360
1.85	7638104968020363/720575940379279360
1.85	1729382256910271/144115188075855872
1.85	5548434740920451/360287970189639680
1.85	1434396481317503/22517998136852480
1.85	1170935903116329/18014398509481984
1.9000000000000001	-1026820715040473/36028797018963968
1.9000000000000001	-7349874591868649/288230376151711744
1.9000000000000001	-35452336266660543/1441151880758558720
1.9000000000000001	-16285016252571713/720575940379279360
1.9000000000000001	-28534807239019459/1441151880758558720
1.9000000000000001	-12177733392409821/720575940379279360
1.9000000000000001	-1008806316530991/72057594037927936
1.9000000000000001	-16285016252571713/1441151880758558720
1.9000000000000001	-4899916394579099/576460752303423488
1.9000000000000001	-4179340454199819/720575940379279360
1.9000000000000001	-4611686018427387/1441151880758558720
1.9000000000000001	-864691128455133/1441151880758558720
1.9000000000000001	81064793292669/45035996273704960
1.9000000000000001	369295169444381/90071992547409920
1.9000000000000001	1815851369755785/288230376151711744
1.9000000000000001	5980780305148019/720575940379279360
1.9000000000000001	7277816997830723/720575940379279360
1.9000000000000001	1873497444986127/144115188075855872
1.9000000000000001	15875188686481/1125899906842624
1.9000000000000001	1116892707587883/72057594037927936
1.9000000000000001	2877800161889747/45035996273704960
1.9000000000000001	1170935903116329/18014398509481984
1.9000000000000001	6088866696204911/90071992547409920
1.9000000000000001	3111987342513013/45035996273704960
1.9500000000000002	-39487561532784507/1441151880758558720
1.9500000000000002	-1098878309078401/45035996273704960
1.9500000000000002	-15420325124116577/720575940379279360
1.9500000000000002	-5332261958806667/288230376151711744
1.9500000000000002	-1116892707587883/72057594037927936
1.9500000000000002	-4575657221408423/360287970189639680
1.9500000000000002	-14123288431433873/1441151880758558720
1.9500000000000002	-1008806316530991/144115188075855872
1.9500000000000002	-6196953087261799/1441151880758558720
1.9500000000000002	-2305843009213691/1441151880758558720
1.9500000000000002	81064793292669/90071992547409920
1.9500000000000002	297237575406453/90071992547409920
1.9500000000000002	63050394783187/11258999068426240
1.9500000000000002	5548434740920451/720575940379279360
1.9500000000000002	6917529027641083/720575940379279360
1.9500000000000002	8142508126285859/720575940379279360
1.9500000000000002	2003201114254397/144115188075855872
1.9500000000000002	5512405943901487/360287970189639680
1.9500000000000002	1170935903116329/18014398509481984
1.9500000000000002	149744687610069/2251799813685248
1.9500000000000002	3057944146984567/45035996273704960
1.9500000000000002	6269010681299731/90071992547409920
2.	-5278218763278221/180143985094819840
2.	-37758179275874237/1441151880758558720
2.	-14123288431433875/576460752303423488
2.	-16645304222761353/720575940379279360
2.	-14483576401623513/720575940379279360
2.	-9799832789158199/576460752303423488
2.	-5080060379673919/360287970189639680
2.	-15996785876420001/1441151880758558720
2.	-23634890844440357/2882303761517117440
2.	-3891110078048107/720575940379279360
2.	-3891110078048107/1441151880758558720
2.	1/576460752303423488
2.	45035996273705/18014398509481984
2.	441352763482309/90071992547409920
2.	5116089176692883/720575940379279360
2.	6629298651489371/720575940379279360
2.	1585267068834415/144115188075855872
2.	1801439850948199/144115188075855872
2.	1116892707587883/72057594037927936
2.	5746593124524753/90071992547409920
2.	1170935903116329/18014398509481984
2.05	-16140901064495857/576460752303423488
2.05	-7493989779944505/288230376151711744
2.05	-17870283321406127/720575940379279360
2.05	-15636497906230361/720575940379279360
2.05	-26805424982109191/1441151880758558720
2.05	-1116892707587883/72057594037927936
2.05	-4467570830351531/360287970189639680
2.05	-2738188573441261/288230376151711744
2.05	-936748722493063/144115188075855872
2.05	-10664523917613327/2882303761517117440
2.05	-1297036692682699/1441151880758558720
2.05	153122387330597/90071992547409920
2.05	189151184349561/45035996273704960
2.05	1873497444986127/288230376151711744
2.05	6269010681299731/720575940379279360
2.05	7638104968020363/720575940379279360
2.05	3891110078048109/288230376151711744
2.05	1044835113549955/72057594037927936
2.05	1116892707587883/72057594037927936
2.05	1152921504606847/18014398509481984
2.05	1170935903116329/18014398509481984
2.05	1206964700135293/18014398509481984
2.05	6178938688752321/90071992547409920
2.1	-5350276357316149/180143985094819840
2.1	-7638104968020361/288230376151711744
2.1	-14123288431433875/576460752303423488
2.1	-16789419410837209/720575940379279360
2.1	-14483576401623513/720575940379279360
2.1	-12177733392409821/720575940379279360
2.1	-4971973988617027/360287970189639680
2.1	-15420325124116577/1441151880758558720
2.1	-5548434740920451/720575940379279360
2.1	-3386706919782611/720575940379279360
2.1	-2738188573441259/1441151880758558720
2.1	81064793292669/90071992547409920
2.1	63050394783187/18014398509481984
2.1	425139804823775/72057594037927936
2.1	5908722711110091/720575940379279360
2.1	7349874591868651/720575940379279360
2.1	8574853690513427/720575940379279360
2.1	1116892707587883/72057594037927936
2.1	5728578726015271/90071992547409920
2.1	1170935903116329/18014398509481984
2.1	1242993497154257/18014398509481984
2.15	-81280966074782707/2882303761517117440
2.15	-71769363661776219/2882303761517117440
2.15	-15564440312192433/720575940379279360
2.15	-26373079417881623/1441151880758558720
2.15	-43522786798908469/2882303761517117440
2.15	-17149707381026847/1441151880758558720
2.15	-12682136550675313/1441151880758558720
2.15	-4179340454199819/720575940379279360
2.15	-4035225266123963/1441151880758558720
2.15	1/576460752303423488
2.15	63050394783187/22517998136852480
2.15	477381560501273/90071992547409920
2.15	5548434740920451/720575940379279360
2.15	7061644215716939/720575940379279360
2.15	8358680908399643/720575940379279360
2.15	9439544818968563/720575940379279360
2.15	5548434740920451/360287970189639680
2.15	360850920143061/5629499534213120
2.15	1170935903116329/18014398509481984
2.15	6088866696204911/90071992547409920
2.15	6250996282790249/90071992547409920
2.2	-7638104968020361/288230376151711744
2.2	-14123288431433875/576460752303423488
2.2	-16645304222761353/720575940379279360
2.2	-14267403619509729/720575940379279360
2.2	-9511602413006487/576460752303423488
2.2	-4755801206503243/360287970189639680
2.2	-2882303761517117/288230376151711744
2.2	-4899916394579099/720575940379279360
2.2	-5476377146882519/1441151880758558720
2.2	-1152921504606843/1441151880758558720
2.2	9007199254741/4503599627370496
2.2	423338364972827/90071992547409920
2.2	5116089176692883/720575940379279360
2.2	6701356245527299/720575940379279360
2.2	8142508126285859/720575940379279360
2.2	15875188686481/1125899906842624
2.2	5548434740920451/360287970189639680
2.2	1434396481317503/22517998136852480
2.2	1170935903116329/18014398509481984
2.25	-20248183924657749/720575940379279360
2.25	-71192902909472797/2882303761517117440
2.25	-15276209936040721/720575940379279360
2.25	-25652503477502343/1441151880758558720
2.25	-1044835113549955/72057594037927936
2.25	-15996785876420001/1441151880758558720
2.25	-2846274964498153/360287970189639680
2.25	-3386706919782611/720575940379279360
2.25	-2449958197289547/1441151880758558720
2.25	27021597764223/22517998136852480
2.25	9007199254741/2251799813685248
2.25	951160241300649/144115188075855872
2.25	6413125869375587/720575940379279360
2.25	7854277750134147/720575940379279360
2.25	9079256848778923/720575940379279360
2.25	2003201114254397/144115188075855872
2.25	5548434740920451/360287970189639680
2.25	1434396481317503/22517998136852480
2.25	1170935903116329/18014398509481984
2.25	149744687610069/2251799813685248
2.25	6142909891733357/90071992547409920
2.3000000000000003	-5368290755825631/180143985094819840
2.3000000000000003	-37758179275874237/1441151880758558720
2.3000000000000003	-1098878309078401/45035996273704960
2.3000000000000003	-16357073846609641/720575940379279360
2.3000000000000003	-55340232221128647/2882303761517117440
2.3000000000000003	-5656521131977343/360287970189639680
2.3000000000000003	-4431542033332567/360287970189639680
2.3000000000000003	-2594073385365405/288230376151711744
2.3000000000000003	-4107282860161891/720575940379279360
2.3000000000000003	-3746994889972251/1441151880758558720
2.3000000000000003	9007199254741/18014398509481984
2.3000000000000003	297237575406453/90071992547409920
2.3000000000000003	1729382256910271/288230376151711744
2.3000000000000003	6052837899185947/720575940379279360
2.3000000000000003	7638104968020363/720575940379279360
2.3000000000000003	8935141660703067/720575940379279360
2.3000000000000003	5548434740920451/360287970189639680
2.3000000000000003	2895814560399229/45035996273704960
2.3000000000000003	1170935903116329/18014398509481984
2.3000000000000003	308496574474879/4503599627370496
2.35	-40064022285087929/1441151880758558720
2.35	-1098878309078401/45035996273704960
2.35	-14843864371813153/720575940379279360
2.35	-9799832789158199/576460752303423488
2.35	-972777519512027/72057594037927936
2.35	-14555633995661441/1441151880758558720
2.35	-4827858800541171/720575940379279360
2.35	-4899916394579097/1441151880758558720
2.35	-864691128455133/2882303761517117440
2.35	243194379878007/90071992547409920
2.35	99079191802151/18014398509481984
2.35	1152921504606847/144115188075855872
2.35	7349874591868651/720575940379279360
2.35	8718968878589283/720575940379279360
2.35	244995819728955/18014398509481984
2.35	5512405943901487/360287970189639680
2.35	1170935903116329/18014398509481984
2.35	1506454075355431/22517998136852480
2.4000000000000004	-5278218763278221/180143985094819840
2.4000000000000004	-36893488147419101/1441151880758558720
2.4000000000000004	-1098878309078401/45035996273704960
2.4000000000000004	-15780613094306217/720575940379279360
2.4000000000000004	-26373079417881623/1441151880758558720
2.4000000000000004	-5296233161787703/360287970189639680
2.4000000000000004	-16140901064495857/1441151880758558720
2.4000000000000004	-5548434740920451/720575940379279360
2.4000000000000004	-3098476543630899/720575940379279360
2.4000000000000004	-1585267068834411/1441151880758558720
2.4000000000000004	9007199254741/4503599627370496
2.4000000000000004	441352763482309/90071992547409920
2.4000000000000004	1080863910568919/144115188075855872
2.4000000000000004	7133701809754867/720575940379279360
2.4000000000000004	8574853690513427/720575940379279360
2.4000000000000004	3891110078048109/288230376151711744
2.4000000000000004	1116892707587883/72057594037927936
2.4000000000000004	1170935903116329/18014398509481984
2.4000000000000004	6232981884280767/90071992547409920
2.45	-39055215968556941/1441151880758558720
2.45	-1098878309078401/45035996273704960
2.45	-16789419410837209/720575940379279360
2.45	-7061644215716937/360287970189639680
2.45	-9165725961624433/576460752303423488
2.45	-17726168133330269/1441151880758558720
2.45	-25076042725198917/2882303761517117440
2.45	-3746994889972251/720575940379279360
2.45	-2738188573441259/1441151880758558720
2.45	117093590311633/90071992547409920
2.45	387309567953863/90071992547409920
2.45	1008806316530991/144115188075855872
2.45	1369094286720631/144115188075855872
2.45	8358680908399643/720575940379279360
2.45	3833464002817767/288230376151711744
2.45	1044835113549955/72057594037927936
2.45	1116892707587883/72057594037927936
2.45	5746593124524753/90071992547409920
2.45	1170935903116329/18014398509481984
2.45	6070852297695429/90071992547409920
2.45	626000348204499/9007199254740992
2.5000000000000004	-1026820715040473/36028797018963968
2.5000000000000004	-71192902909472797/2882303761517117440
2.5000000000000004	-15060037153926937/720575940379279360
2.5000000000000004	-24643697160971353/1441151880758558720
2.5000000000000004	-4827858800541171/360287970189639680
2.5000000000000004	-13979173243358017/1441151880758558720
2.5000000000000004	-4467570830351531/720575940379279360
2.5000000000000004	-3891110078048107/1441151880758558720
2.5000000000000004	27021597764223/45035996273704960
2.5000000000000004	333266372425417/90071992547409920
2.5000000000000004	1873497444986127/288230376151711744
2.5000000000000004	6557241057451443/720575940379279360
2.5000000000000004	8142508126285859/720575940379279360
2.5000000000000004	9439544818968563/720575940379279360
2.5000000000000004	5548434740920451/360287970189639680
2.5000000000000004	571957152676053/9007199254740992
