10.	-4588627588335251/1152921504606846976
10.	14526810958046277/11529215046068469760
10.	2421135159674379/288230376151711744
10.	3199357175284001/360287970189639680
10.	5361084996421839/576460752303423488
10.05	-4634744448519525/1152921504606846976
10.05	2997595911977803/2305843009213693952
10.05	2421135159674379/288230376151711744
10.05	3199357175284001/360287970189639680
10.05	5361084996421839/576460752303423488
10.1	-46808613087037987/11529215046068469760
10.1	15449148161731753/11529215046068469760
10.1	2421135159674379/288230376151711744
10.1	12768605663520833/1441151880758558720
10.1	5361084996421839/576460752303423488
10.15	-9453956337776145/2305843009213693952
10.15	1591031676357449/1152921504606846976
10.15	3019213190189181/360287970189639680
10.15	12768605663520833/1441151880758558720
10.15	5361084996421839/576460752303423488
10.200000000000001	-47730950290723463/11529215046068469760
10.200000000000001	1637148536541723/1152921504606846976
10.200000000000001	3019213190189181/360287970189639680
10.200000000000001	12768605663520833/1441151880758558720
10.200000000000001	5361084996421839/576460752303423488
10.25	-24096059446283103/5764607523034234880
10.25	16832653967259967/11529215046068469760
10.25	3019213190189181/360287970189639680
10.25	12768605663520833/1441151880758558720
10.25	5361084996421839/576460752303423488
10.3	-3040830468400559/720575940379279360
10.3	3458764513820541/2305843009213693952
10.3	3019213190189181/360287970189639680
10.3	12768605663520833/1441151880758558720
10.3	5361084996421839/576460752303423488
10.350000000000001	-306965350601573/72057594037927936
10.350000000000001	2219373896368181/1441151880758558720
10.350000000000001	12048029723141553/1441151880758558720
10.350000000000001	12768605663520833/1441151880758558720
10.350000000000001	5361084996421839/576460752303423488
10.4	-2478781234904721/576460752303423488
10.4	3689348814741911/2305843009213693952
10.4	12048029723141553/1441151880758558720
10.4	12768605663520833/1441151880758558720
10.4	5361084996421839/576460752303423488
10.45	-1250919832498429/288230376151711744
10.45	18907912675552293/11529215046068469760
10.45	12048029723141553/1441151880758558720
10.45	12768605663520833/1441151880758558720
10.45	5361084996421839/576460752303423488
10.5	-2524898095088995/576460752303423488
10.5	1936908127739503/1152921504606846976
10.5	6009603342763191/720575940379279360
10.5	12768605663520833/1441151880758558720
10.5	5361084996421839/576460752303423488
10.549999999999999	-636989131295283/144115188075855872
10.549999999999999	1983024987923777/1152921504606846976
10.549999999999999	24038413371052761/2882303761517117440
10.549999999999999	6369891312952831/720575940379279360
10.549999999999999	5361084996421839/576460752303423488
10.6	-51420299105465377/11529215046068469760
10.6	2029141848108051/1152921504606846976
10.6	24038413371052761/2882303761517117440
10.6	25479565251811321/2882303761517117440
10.6	5361084996421839/576460752303423488
10.65	-10376293541461623/2305843009213693952
10.65	2075258708292325/1152921504606846976
10.65	11990383647911209/1441151880758558720
10.65	25479565251811321/2882303761517117440
10.65	5361084996421839/576460752303423488
10.7	-26286610305036111/5764607523034234880
10.7	2121375568476599/1152921504606846976
10.7	4784624244118415/576460752303423488
10.7	25479565251811321/2882303761517117440
10.7	5361084996421839/576460752303423488
10.75	-10606877842382993/2305843009213693952
10.75	10837462143304363/5764607523034234880
10.75	5966368786340433/720575940379279360
10.75	25479565251811321/2882303761517117440
10.75	5361084996421839/576460752303423488
10.8	-53495557813757703/11529215046068469760
10.8	22366677189372833/11529215046068469760
10.8	23807829070131389/2882303761517117440
10.8	25479565251811321/2882303761517117440
10.8	5361084996421839/576460752303423488
10.85	-1348918160390011/288230376151711744
10.85	2853480723901947/1441151880758558720
10.85	23750182994901051/2882303761517117440
10.85	12710959588290489/1441151880758558720
10.85	5361084996421839/576460752303423488
10.9	-2720894750872159/576460752303423488
10.9	11644507196529157/5764607523034234880
10.9	4726978168888073/576460752303423488
10.9	12710959588290489/1441151880758558720
10.9	5361084996421839/576460752303423488
10.950000000000001	-54879063619285917/11529215046068469760
10.950000000000001	2375018299490105/1152921504606846976
10.950000000000001	23519598693979679/2882303761517117440
10.950000000000001	12710959588290489/1441151880758558720
10.950000000000001	5361084996421839/576460752303423488
11.	-11068046444225731/2305843009213693952
11.	2421135159674379/1152921504606846976
11.	1462769158969937/180143985094819840
11.	5072854620270127/576460752303423488
11.	5361084996421839/576460752303423488
11.05	-56031985123892767/11529215046068469760
11.05	24903104499507897/11529215046068469760
11.05	11615684158913983/1441151880758558720
11.05	5072854620270127/576460752303423488
11.05	5361084996421839/576460752303423488
11.100000000000001	-11298630745147101/2305843009213693952
11.100000000000001	5072854620270127/2305843009213693952
11.100000000000001	11500392008453299/1441151880758558720
11.100000000000001	5072854620270127/576460752303423488
11.100000000000001	5361084996421839/576460752303423488
11.15	-56954322327578243/11529215046068469760
11.15	25825441703193373/11529215046068469760
11.15	18216159772788183/2305843009213693952
11.15	6326656756530073/720575940379279360
11.15	5361084996421839/576460752303423488
11.2	6571652576259029/2882303761517117440
11.2	17985575471866815/2305843009213693952
11.2	6326656756530073/720575940379279360
11.2	5361084996421839/576460752303423488
11.25	13373889453439427/5764607523034234880
11.25	8854437155380585/1152921504606846976
11.25	25248980950889949/2882303761517117440
11.25	5361084996421839/576460752303423488
11.299999999999999	342994147620537/144115188075855872
11.299999999999999	43349848573217449/5764607523034234880
11.299999999999999	25248980950889949/2882303761517117440
11.299999999999999	6686944726719713/720575940379279360
11.35	1395035020574285/576460752303423488
11.35	4242751136953197/576460752303423488
11.35	25191334875659611/2882303761517117440
11.35	6686944726719713/720575940379279360
11.4	28361869013328437/11529215046068469760
11.4	41274589864925127/5764607523034234880
11.4	6283422200107317/720575940379279360
11.4	6686944726719713/720575940379279360
11.45	226981421219473/90071992547409920
11.45	1003041709007957/144115188075855872
11.45	6283422200107317/720575940379279360
11.45	6686944726719713/720575940379279360
11.5	29514790517935287/11529215046068469760
11.5	38738162554790059/5764607523034234880
11.5	5015208545039785/576460752303423488
11.5	6686944726719713/720575940379279360
